date,item,exp,type,integrated_category
2023-12-04,갤럭시아에스엠,상한가를 지키고 있다,저점장대양봉,16
2023-12-04,갤럭시아머니트리,내일도 연상가길 바람,저점장대양봉,14
2023-12-04,우리기술투자,내일도 연상가길 바람,저점장대양봉,14
2023-12-04,엔켐,무거운 종목,저점장대양봉,100
2023-12-04,씨아이에스,월봉이 너무 높아서 걱정,저점장대양봉,100
2023-12-04,카카오,50000원 넘으면 너무나 많은 매물이 기다리고 있다,저점장대양봉,31
2023-12-04,덕산테코피아,무거운 종목,저점장대양봉,100
2023-12-04,남선알미늄,2000원 넘으면 다중봉 다중턱,저점장대양봉,31
2023-12-04,티사이언티픽,조심,저점장대양봉,100
2023-12-04,알로이스,살짝 운기조식하는 거 아닌가,저점장대양봉,13
2023-12-04,국제약품,다중봉 다중턱,저점장대양봉,100
2023-12-04,라이트론,2500~5000원 왔다갔다 예상,저점장대양봉,9
2023-12-04,엔지켐생명과학,또 익절을 줬다,효자종목,25
2023-12-04,핑거,"앞폭탄 수준에 이르렀고 다중봉다중턱이 기다리고 있다, 이제 조금 조심해야할 때가 아닌가",효자종목,100
2023-12-04,진매트릭스,"다시 돌고 있다, 다시 또 갈 수 밖에 없으니까 너무 조바심 내지 말자",효자종목,6_a
2023-12-04,인성정보,4700원 넘으면 조심해야되지 않나,효자종목,31
2023-12-04,파라텍,떨어질만큼 떨어졌다,효자종목,30
2023-12-04,엘컴텍,또 올라갔다,효자종목,12_b
2023-12-04,갤럭시아에스엠,"오늘 상한가 기록, 아마 4000원 돌파를 모색하지 않을까",효자종목,12_a
2023-12-04,갤럭시아머니트리,또다시 상한가를 노리는 것 같다,효자종목,16
2023-12-04,나노엔텍,우리한테 좋은 기회를 준다,효자종목,1_z
2023-12-04,다날,"분할매수는 오늘 털은 것 같다, 원매수도 곧 털 기세다",효자종목,2_z
2023-12-04,대한해운,원매수분이 남지 않았을까,효자종목,100
2023-12-04,라이트론,분할매수이 이익 실현을 했다,효자종목,25
2023-12-04,유니온,종목이 6000~7000원,효자종목,9
2023-12-04,유니온머티리얼,이종목도 3500원을 넘어서 갈 확률이 높다,효자종목,3_b
2023-12-04,제이씨현시스템,또 이익을 실현해줬다,효자종목,25
2023-12-04,케일럼,살살 오르고 있다,효자종목,11_c
2023-12-04,텔레필드,이제는 잊어야되지 않나,효자종목,100
2023-12-04,FSN,이제는 바닥에서 슬금슬금 도는 신호를 보내고 있다,효자종목,11_c
2023-12-04,한빛소프트,반등을 모색하고 있다               ,효자종목,12_a
2023-12-04,흥아해운,살살 돌고 있는 것 같다,효자종목,11_c
2023-12-04,우리기술투자,꼭 가길 바란다,효자종목,14
2023-12-04,레몬,너무 반갑다,효자종목,25
2023-12-04,팬오션,슬금슬금 올라가고 있다,효자종목,11_c
2023-12-04,플래스크,슬슬 올라가고 있다,효자종목,11_c
2023-12-04,오상자이엘,어차피 7000원 수준으로 가지 않을까,효자종목,6_a
2023-12-04,한네트,슬슬 기지개를 피우고 있다,효자종목,11_z
2023-12-04,한국전자인증,기다리면 또 온다,효자종목,6_c
2023-12-04,한국정보인증,마찬가지다 기다리면 반드시 돌아온다,효자종목,6_c
2023-12-04,메타랩스,반등을 모색하고 있다,효자종목,12_a
2023-12-04,바른손,다시 기지개를 피우고 있다,효자종목,11_z
2023-12-04,블레이드 ENT,1000원까지 내려갔다가 반등을 다시 모색 하고 있다,효자종목,12_a
2023-12-04,수젠텍,너무 지루한 기다림,효자종목,100
2023-12-04,심텍홀딩스,다시한번 가자,효자종목,12_b
2023-12-04,에이티넘인베스트,쭉쭉가서 물리신분들이 빨리빨리 털기를 바란다,효자종목,15_a
2023-12-04,세운메디칼,다시 돌기를 바란다,사위일체,14
2023-12-04,KG이니시스,다시 반등의 길을 모색하지 않나,사위일체,12_a
2023-12-04,웰크론,3750원 돌파를 시도하지 않을까,사위일체,2_b
2032-12-01,갤럭시아머니트리,힘을 쓰는 것 같다,효자종목,12_b
2032-12-01,웰크론,3500원을 넘으면 조정을 받고 있으니 조금 우려가 되지만 한번은 강하게 3500~3750원을 강하게 돌파하지 않을까 기대해본다,효자종목,2_c
2032-12-01,우리넷,조금 더 움직이지 않을까,효자종목,1_c
2032-12-01,홈캐스트,이렇게 떨어지는 걸 생각도 못했다,효자종목,100
2032-12-01,오상자이엘,월봉을 보면 쭉쭉 가지 않을까,효자종목,15_a
2032-12-01,FSN,계속해서 우리한테 먹또먹을 선사할 것 같다,효자종목,9
2032-12-01,아모그린텍,만원에서 만칠천원 사이를 왔다갔다,효자종목,9
2032-12-01,에너토크,여기서 도는 걸 시도하고 있다,효자종목,12_a
2032-12-01,KG이니시스,슬슬 기지개를 피우고 있다,효자종목,11_z
2032-12-01,AJ네트웍스,눌렸다가 살금살금 올라가는데 더 올라갈 것 같다,효자종목,1_c
2032-12-01,엔지켐생명과학,여기에서 살살 턴어라운드를 모색중에 있다,효자종목,12_a
2032-12-01,비플라이소프트,계속 고가놀이 중이면서 여러번 먹또먹을 선사하고 있는 것 같다,효자종목,8
2032-12-01,대교,고가를 찍어서 다행이다,효자종목,25
2032-12-01,레몬,긴꼬리를 달고 있다,효자종목,22
2032-12-01,진매트릭스,턴 어라운드를 모색하고 있다,효자종목,12_a
2032-12-01,파수,원매수를 다 털지 않았나,효자종목,100
2032-12-01,상보,1600~2200원 왔다갔다,효자종목,9
2032-12-01,수젠텍,분할매수 익절,효자종목,25
2032-12-01,휴럼,1250~1500원에 도전하지 않나,효자종목,2_b
2032-12-01,팬오션,계속 바닥에서 잘 돌고 있다,효자종목,10_a
2032-12-01,마크로젠,먹또먹을 선사,효자종목,9
2032-12-01,멕아이씨에스,5000~7000원을 도전하지 않을까,효자종목,2_b
2032-12-01,코오롱글로벌,계속 상한가에 도전할 수도 있을 것 같다,효자종목,16
2032-12-01,코오롱모빌리티,바닥치고 올라오고 있다,효자종목,12_b
2032-12-01,텔레필드,또 상한가에 갈 것 같다,효자종목,16
2032-12-01,엑세스바이오,바닥에서 돌고 있는 상황,효자종목,10_a
2023-12-01,대유에이피,오늘 상한가를 갔다,저점장대양봉,16
2023-12-01,텔레필드,무시무시하게 올라가고 있다,저점장대양봉,11_a
2023-12-01,휴마시스,반등해서 다시 올라가길 바란다,저점장대양봉,14
2023-12-01,진매트릭스,너무 바닥까지 내려왔다,저점장대양봉,21
2023-12-01,인성정보,2250원 정도가면 조금 더 올라가는 성격이 있는 것 같다,저점장대양봉,1_c
2023-12-01,제이씨현시스템,4000~6000원 수준 왔다갔다 하면서 먹또먹선사,저점장대양봉,9
2023-12-01,인성정보,2250원 정도가면 조금 더 올라가는 성격이 있는 것 같다,저점장대양봉,1_b
2023-12-01,위메이드,60000원 넘으면 많은 분들이 기다리고 계신다,저점장대양봉,31
2023-12-01,서울옥션,고점 19.8%나 찍었다,저점장대양봉,25
2023-12-01,원준,지금 돌고 있는 상황이다,저점장대양봉,10_a
2023-12-01,파라텍,아름답게 살살살 올라가고 있다,사위일체,11_c
2023-12-01,KG스틸,다시 올라가지 않을까,사위일체,12_b
2023-11-30,텔레필드,관심을 가져도 좋지 않을까,저점장대양봉,24
2023-11-30,상보,2000~2200 수준으로 한번 가지 않을까,저점장대양봉,1_b
2023-11-30,한선엔지니어링,거래량만 깎아먹고 있는 종목,저점장대양봉,100
2023-11-30,인성정보,한번은 3500원 터치를,저점장대양봉,2_a
2023-11-30,랩지노믹스,괜히 돌파를 못하고 있는 상황,저점장대양봉,100
2023-11-30,이구산업,월봉이 조금 높다,저점장대양봉,100
2023-11-30,엑스페릭스,조금 안심이 된다,저점장대양봉,100
2023-11-30,이엔플러스,눈여겨 봐야한다,저점장대양봉,24
2023-11-30,오픈놀,진입하지 않는 것이 좋을 것 같다,저점장대양봉,100
2023-11-30,지어소프트,이제부터 조금 조심해야되지 않나,저점장대양봉,100
2023-11-30,엘엔에프,월봉으로는 고점,저점장대양봉,100
2023-11-30,엑스페릭스,조금 안심이 된다,저점장대양봉,100
2023-11-30,이구산업,월봉이 조금 높다,저점장대양봉,100
2023-11-30,화천기계,오천원 넘으면 조심,저점장대양봉,31
2023-11-30,태평양물산,다중봉 다중턱,저점장대양봉,100
2023-11-30,피씨엘,사천원 넘으면 조심,저점장대양봉,31
2023-11-30,흥아해운,이천원 넘으면 극히 조심,저점장대양봉,31
2023-11-30,한농화성,이런건 무너지면 얼마나 좋을까,저점장대양봉,15_b
2023-11-30,서원,바닥을 돌면서 슬슬 좋은 움직임을 보이고 있다,저점장대양봉,10_a
2023-11-30,레몬,우리한테 계속해서 좋은 소식을 주지 않을까,효자종목,1_d
2023-11-30,흥아해운,2500원 넘으면 위험하다,효자종목,31
2023-11-30,화천기계,5000원 넘으면 조심해야되지 않나,효자종목,31
2023-11-30,팬오션,"너무 많이 떨어졌다, 반등을 슬슬 모색하고 있다",효자종목,12_a
2023-11-30,SG,다시 재반등을 하는 것 같다,효자종목,12_b
2023-11-30,갤럭시아머니트리,좀더 갈 확률이 있지 않나,효자종목,3_a
2023-11-30,카이노스메드,계속 관심을 가질 필요가 있다,효자종목,24
2023-11-30,텔레필드,이런때도 있어야 재미가 있다,효자종목,100
2023-11-30,인성정보,원매수를 털게 만들지 않았나,효자종목,100
2023-11-30,KBG,그래도 우리한테 계속 먹또먹을 선사하고 있는 것 같다,효자종목,9
2023-11-30,아미노로직스,분할매수하신 분들이 좋은 소식을 얻었다,효자종목,25
2023-11-30,아이엘사이언스,털 기회를 줬다,효자종목,100
2023-11-30,대한해운,슬금슬금 올라오고 있어서 반등을 모색하고 있지 않나,효자종목,12_a
2023-11-30,룽투코리아,다시 반등을 모색하고 있지 않나,효자종목,12_a
2023-11-30,파수,눌렸다가 다시 올라오고 있다,효자종목,12_b
2023-11-30,NHN KCP,그저 감사할 뿐이다,효자종목,100
2023-11-30,액션스퀘어,딩동돌파법을 사용해야 되지 않나 다시 진입한다면 ...,효자종목,27
2023-11-30,웰크론한텍,그저 감사할 뿐이다 세력한테,효자종목,100
2023-11-30,윌링스,7500원 선으로 다시 올라오고 있다,효자종목,12_b
2023-11-30,유엔젤,다시 돌고 있다,효자종목,10_a
2023-11-30,이화공영,분할매수로 이익을 실현했다,효자종목,25
2023-11-30,신원종합개발,돌고있다,효자종목,10_a
2023-11-30,신진에스엠,오늘 저점에서 긴꼬리를 만들고 있다,효자종목,22
2023-11-30,SG글로벌,"이정도 빠지는 거는 기쁘다, 잘 이념을 해야겠다",사위일체,18
2023-11-30,알로이스,한두번 더 기회를 주지 않을까,사위일체,1_a
2023-11-29,갤럭시아에스엠,잘 안무너질 것 같다,저점장대양봉,7
2023-11-29,엘컴텍,1200원에서 1800원 수준왔다갔다,저점장대양봉,9
2023-11-29,대성산업,시간이 필요하다,저점장대양봉,100
2023-11-29,NHN KCP,12000원을 돌파하면서 15000원을 터치하지 않을까,저점장대양봉,2_b
2023-11-29,우리기술투자,쭉쭉가길 바란다,저점장대양봉,15_a
2023-11-29,하이스틸,월봉이 살짝 높은게 흠이다,저점장대양봉,100
2023-11-29,아센디오,잘가면 2000원을 갈수도있지만 우리한테는 좋은 다른 종목들이 많다,저점장대양봉,100
2023-11-29,제주반도체,올라가면 좋은데 8000원 넘으면 다중봉다중턱,저점장대양봉,31
2023-11-29,대성에너지,갭상승 장대음봉,저점장대양봉,100
2023-11-29,에이치앤비디자인,좀 무너지면 좋지 않을까,저점장대양봉,15_b
2023-11-29,상보,1600원~2100원 사이 왔다갔다,저점장대양봉,9
2023-11-29,갤럭시아에스엠 ,못난 내 주식 갈 때는 한꺼번에 간다,효자종목,17
2023-11-29,이미지스,지금 재진입은 조금 두려워해야되지 않나,효자종목,100
2023-11-29,FSN,비참하게 떨어졌다,효자종목,30
2023-11-29,갤럭시아머니트리,내일도 상한가를 같이 가도록 바랍니다,효자종목,14
2023-11-29,이엘피,5000원 수준으로 갈 가능성이 많다,효자종목,3_b
2023-11-29,SG글로벌,상한가를 진입하면 가면 좋겠다,효자종목,14
2023-11-29,SG,SG글로벌이 가면 SG도 같이 가지 않을까,효자종목,100
2023-11-29,SG&G,추가적인 상승을 기대해도 좋을 것 같다,효자종목,4_a
2023-11-29,아톤,슬금슬금 올라오고 있다,효자종목,11_c
2023-11-29,에쓰씨엔지니어링,다시 기지개를 피우고 있다,효자종목,11_z
2023-11-29,신원종합개발,계속해서 반등을 모색하지 않을까,효자종목,12_a
2023-11-29,파멥신,지금 다시 돌고 있다,효자종목,10_a
2023-11-29,일진디스플,회사는 좋은데,효자종목,100
2023-11-29,우리넷,돌지 않나,효자종목,10_a
2023-11-29,대성산업,장기적인 관점에서 보면 3500원에서 5000원 왔다갔다,효자종목,9
2023-11-29,룽투코리아,돌고있다,효자종목,10_a
2023-11-29,부국철강,기지개를 피우고 있다,효자종목,11_z
2023-11-29,케이옥션,다시 올라오고 있다,효자종목,12_b
2023-11-29,서울옥션,상한가로 갔다,효자종목,16
2023-11-29,안국약품,"못난 내종목 갈 때는 한꺼번에 간다, 아름다운 조정이다",사위일체,17
2023-11-29,진흥기업,장이 조금 돌면 1400원 터치를 위해서 움직이지 않을까,사위일체,1_b
2023-11-29,플래스크,다시 올라오고 있다,사위일체,12_b
2023-11-28,테고사이언스,정말 이상한 종목인데 주의를 기울여야할 것 같다,저점장대양봉,24
2023-11-28,덕성,거의 꼭지에 이른것 같다,저점장대양봉,100
2023-11-28,엘티씨,13000원이 넘으면 다중봉 다중턱,저점장대양봉,31
2023-11-28,제넥신,일종의 살짝 눌림을 하고 있는데 15000원 선돌파를 모색하지 않을까,저점장대양봉,2_b
2023-11-28,대상홀딩스,많은 분들이 기다리고 계신다,저점장대양봉,100
2023-11-28,나인테크,바닥에서 살금살금 돌고 있는 종목이다,저점장대양봉,11_c
2023-11-28,상보,잘 활용해야한다,효자종목,100
2023-11-28,키다리스튜디오,"지지가 무너지면 허봉일수도 있다, 조심하는게 좋지 않을까",효자종목,100
2023-11-28,오상자이엘,"저점에서의 긴꼬리, 우리한테 또 기회를 줄 것 같다, 조급해하지 말자",효자종목,22
2023-11-28,희림,8000~11000원 사이를 오고가면서 계속해서 우리한테 기쁨을 주는 종목인 것 같다,효자종목,9
2023-11-28,멕아이씨에스,6000원을 향해서 슬슬슬 움직이는 상황인 것 같다,효자종목,11_b
2023-11-28,신라젠,못난 내 종목 갈 때는 한번에 간다,효자종목,17
2023-11-28,대상홀딩스,6월달에 물리신분들은 다 털으셨을 것 같다,효자종목,100
2023-11-28,라온피플,살금살금 올라가고 있다,효자종목,11_c
2023-11-28,나노,1800원 터치를 노리지 않을까,효자종목,1_b
2023-11-28,대우건설,"지겹게도 안간다, 한번 먹고 슈팅이 나오지 않을까",효자종목,2_b
2023-11-28,유유제약,각개전투로 움직일거다,효자종목,12_b
2023-11-28,SG,바닥을 다지면서 올라오고 있다,효자종목,11_c
2023-11-28,피씨디렉트,계속 개걸음을 하고 있는데 한번은 강하게 가서 10000원을 터치하지 않을까,효자종목,2_c
2023-11-28,강스템바이오,바닥을 돌고 있어서 다행이다,효자종목,10_a
2023-11-28,깨끗한나라,어제 종가에 과감하게 들어가신 분들이 이익을 내신 거 아닌가,효자종목,25
2023-11-28,엠투엔,굉장히 힘 있는 종목이다,효자종목,7
2023-11-28,비플라이소프트,2000원 수준까지 갈때까지 앞으로 우리한테 먹또먹을 선사해주면 좋을 것 같다,효자종목,14
2023-11-28,라이트론,2500~ 5000원 왔다갔다,효자종목,9
2023-11-28,파커스,역사적 신고가를 찍었다,효자종목,100
2023-11-28,LB세미콘,본격적인 반등을 알리고 있다,효자종목,12_b
2023-11-28,안국약품,못난 내종목 갈때는 한방에 간다   ,효자종목,17
2023-11-28,에코바이오,꺼진 불도 다시 보자,효자종목,24
2023-11-28,피엔케이피부임상,"4000원 돌파를 위해서 움직일 수 밖에 없는 상황, 끝까지 기다려서 이익을 보고 나와야겠다",사위일체,6_a
2023-11-28,케이엠,혹시 어제 기회를 노치신 분들이 좋은 진입기회가 되지 않을까,사위일체,20
2023-11-28,웰크론,다시 5000원 수준으로 올라가려고 노력하지 않을까,사위일체,1_b
2023-11-27,상보,1600~2200원 사이를 왔다갔다 하면서 우리한테 기쁨을 주고 있다,저점장대양봉,9
2023-11-27,피델릭스,우리의 영원한 효자종목,저점장대양봉,28
2023-11-27,갤럭시아머니트리,슬슬 움직이지 않을까,저점장대양봉,11_c
2023-11-27,메가엠디,2~4000원 왔다갔다 하는 시각으로 보면 되지 않을까,저점장대양봉,9
2023-11-27,엘컴텍,우리의 효자종목,저점장대양봉,28
2023-11-27,코아시아,8000원 넘으면 다중봉다중턱,저점장대양봉,31
2023-11-27,SFA반도체,웬만한 거래량으론 여기를 뚫고 올라가기가 쉽지 않다,저점장대양봉,100
2023-11-27,두산퓨얼셀,25000원 넘으면 다중봉 다중턱이 기다리고 있다,저점장대양봉,31
2023-11-27,시공테크,7000원 넘으면 다중봉다중턱이 기다리고 있다,저점장대양봉,31
2023-11-27,신라젠,무너지면 노려봐야되지 않을까,저점장대양봉,20
2023-11-27,엠투엔,무너지면 노려봐야하지 않나,저점장대양봉,20
2023-11-27,대상홀딩스,상한가가 무너지면 어떨까,저점장대양봉,15_b
2023-11-27,덕우전자,힘을 내고 있다,저점장대양봉,12_b
2023-11-27,코아시아,다시 반등을 모색하고 있다,효자종목,12_a
2023-11-27,제주반도체,추가진입은 조금 고려를 해봐야되지 않나,효자종목,100
2023-11-27,이미지스,3500원을 넘으면 조심해야하는 상황,효자종목,31
2023-11-27,대봉엘에스,매입하셨던 분들이 완샷에 다 팔지 않았나 그런 생각이 든다,효자종목,100
2023-11-27,멕아이씨에스,"돌고 있다, 돈 거에 분할매수하신 분들이 이익을 많이 보았다",효자종목,25
2023-11-27,케이엠,"오늘은 돌고 있다, 슬슬 좋은 쪽으로 움직이지 않을까",효자종목,11_c
2023-11-27,코맥스,살금살금 이익을 내고 있다,효자종목,11_c
2023-11-27,시큐센,먹또먹을 보여주고 있다,효자종목,9
2023-11-27,대상홀딩스, 못난 내종목 갈 때는 한방에 간다  ,효자종목,17
2023-11-27,피델릭스,앞으로도 좋은 느낌,효자종목,1_c
2023-11-27,피엔케이피부임상,기운을 넣어줘야될 것 같다,효자종목,100
2023-11-27,한글과컴퓨터,1750원을 어차피 뚫지 않을까,효자종목,6_a
2023-11-27,NHN KCP,돌고 있다,효자종목,10_a
2023-11-27,비상교육,교육관련주들이 슬슬 움직이고 있다,효자종목,11_c
2023-11-27,서연탑메탈,슬슬 올라가지 않을까,효자종목,11_c
2023-11-27,헬릭스미스,바닥에서 턴어라운드 되는 현상을 보고 있다,효자종목,10_b
2023-11-27,원티드랩,원매수를 털게끔 만들어줬다,효자종목,100
2023-11-27,이엔플러스,아주 기쁜 소식이다,효자종목,25
2023-11-27,엘티씨,지금 반등을 모색하고 있다,효자종목,12_a
2023-11-27,서울제약,하루만에 이익을 내고 있다,사위일체,25
2023-11-27,심텍홀딩스,도지를 만들고 있다,사위일체,8
2023-11-27,룽투코리아,"다시 돌고 있다, 기지개를 펴고 있지 않나",사위일체,11_z
2023-11-24,KG모빌리티,살살 돌면서 올라오고 있다,저점장대양봉,11_c
2023-11-24,엠젠솔루션,"상한가를 들락날락하고 있다, 3000~3500원을 한번 터치하지 않을까",저점장대양봉,1_b
2023-11-24,라이콤,2250~ 3500원 사이 왔다갔다,저점장대양봉,9
2023-11-24,제이씨현시스템,4000~6000원 사이를 왔다갔다 하는,저점장대양봉,9
2023-11-24,지엔씨에너지,조금 더 내려와서 재진입하는게 좋을 것 같다,저점장대양봉,100
2023-11-24,엑스페릭스,감이 안좋다,저점장대양봉,100
2023-11-24,제주반도체,올라갈 수록 많은 형님들이 기다리고 있다,저점장대양봉,100
2023-11-24,비투엔,언제 폭발할지 모른다,저점장대양봉,13
2023-11-24,가온전선,살금살금 올라오고있다,효자종목,11_c
2023-11-24,엠젠솔루션,무너지면 한번 진입해보는 것도 괜찮지 않을까,효자종목,20
2023-11-24,지엔씨에너지,조금 더 4000원 밑으로 떨어질때까지 기다리는게 바람직하지 않나,효자종목,100
2023-11-24,심텍홀딩스,앞으로 조금 더 올라갔으면 좋겠다,효자종목,14
2023-11-24,영보화학,잘 올라가고 있다,효자종목,12_b
2023-11-24,에이프로젠,다시 올라오려고 하고 있다,효자종목,12_b
2023-11-24,드래곤플라이,다시 움직이는 것 같다,효자종목,12_b
2023-11-24,라이콤,2250원 ~4000원 사이를 왔다갔다 하는 시각으로 보면 좀 편하지 않을까,효자종목,9
2023-11-24,비투엔,슬슬 기를 모으고 있지 않나,효자종목,13
2023-11-24,넥스턴바이오,너무 바닥에서 일종의 고가놀이를 진행중이라고 볼 수 있다,효자종목,8
2023-11-24,피엔씨테크,일종의 고가놀이를 진행중이다,효자종목,8
2023-11-24,광명전기,다시 갔다,효자종목,12_b
2023-11-24,룽투코리아,슬금슬금 올라오고 있다,효자종목,11_c
2023-11-24,세코닉스,9000원 돌파를 다시한번 노리지 않을까,효자종목,2_b
2023-11-24,갤럭시아에스엠,2750원을 한번 올라가지 않을까,사위일체,1_b
2023-11-24,보령,이정도면 전혀 염려할 바가 아니다,사위일체,6_b
2023-11-24,제일약품,아름다운 조정이다,사위일체,18
2023-11-23,블리츠웨이,장 시작하자마자 상한가를 쳤다,저점장대양봉,16
2023-11-23,팸텍,신규상장주라는 거 말고는 여러가지 움직임이 좋다,저점장대양봉,26_a
2023-11-23,한싹,신규상장주라는 거 말고는 괜찮은 것 같다,저점장대양봉,26_a
2023-11-23,우리기술투자,6000원을 돌파하면 8000원을 터치하지 않을까,저점장대양봉,2_b
2023-11-23,NE능률,7500원 터치를 위해서 갈수 밖에 없다,저점장대양봉,6_a
2023-11-23,우리바이오,3500원 돌파를 노리고 있는 것 같다,저점장대양봉,2_b
2023-11-23,서원,더 올라가지만 못올라가고 있다,저점장대양봉,100
2023-11-23,비츠로테크,7000원 선이 거의 마지노선이다,저점장대양봉,100
2023-11-23,슈프리마에이치큐,바닥에서 슬슬 돌고 있다,저점장대양봉,11_c
2023-11-23,헬릭스미스,"물리신분들이 꽤많다, 우리한테 기회가 오는 것 같다",저점장대양봉,1_z
2023-11-23,파워로직스,조금 더 내려오면 좋지 않았을까,저점장대양봉,100
2023-11-23,두산에너빌,무거운 종목,저점장대양봉,100
2023-11-23,제주반도체,6000원 넘으면 다중봉다중턱,저점장대양봉,31
2023-11-23,흥아해운,2500원 넘으면 조심해야한다,저점장대양봉,31
2023-11-23,핑거스토리,상한가가 무너지면 관심을 가져도 괜찮을 것 같다,저점장대양봉,20
2023-11-23,티비씨,관심을 가질 필요가 있다,저점장대양봉,24
2023-11-23,로지시스,4000원 수준으로 가지 않을까,효자종목,1_b
2023-11-23,인트론바이오,10000원 넘으면 조심해야한다,효자종목,31
2023-11-23,피씨엘,아름다운 종목인데 4000원이 넘으면 다중봉다중턱이 기다리고 있다,효자종목,31
2023-11-23,NHN벅스,엄청 떨어진 후에 여기에서 돌고 있다,효자종목,10_a
2023-11-23,키다리스튜디오,거의 판바닥까지 떨어졌다,효자종목,21
2023-11-23,메가엠디,정말 잘한 효자종목이다,효자종목,28
2023-11-23,정원엔시스,갈 수 밖에 없다,효자종목,6_a
2023-11-23,유니온커뮤니티,또 갈 수 밖에 없다,효자종목,6_a
2023-11-23,미스터블루,바닥에서 살살 돌기 시작했다,효자종목,10_a
2023-11-23,비상교육,8000원을 한번 찍으러 가지 않을까,효자종목,1_b
2023-11-23,비케이홀딩스,"어제 상한가에 진입하신분들이 엄청난 이익을 본 것 같다, 계속 좋을 것 같다",효자종목,1_d
2023-11-23,포메탈,4000원 돌파를 다시 노리지 않을까,효자종목,2_b
2023-11-23,갤럭시아에스엠,원매수도 털지 않았나,효자종목,100
2023-11-23,국전약품,꺼진불도 다시 보자,효자종목,24
2023-11-23,대아티아이,어차피 4000원 돌파를 모색하지 않을까,효자종목,6_a
2023-11-23,푸른기술,꺼진불도 다시 보자,효자종목,24
2023-11-23,대호에이엘,슬슬슬 올라가고 있지 않나,효자종목,11_c
2023-11-23,케이엠더블유,못난 내종목 갈때는 한방에 간다라는 생각을 가져야한다 ,효자종목,17
2023-11-23,카페24,돌파하면 20000원에 도전하지 않을까,효자종목,2_b
2023-11-23,데이타솔루션,슬슬 돌고 있다 바닥에서,효자종목,11_c
2023-11-23,알루코,바닥에서 돌고 있다,효자종목,10_a
2023-11-23,아우딘퓨처스,3000원 이상을 갈거로 움직이지 않나,효자종목,12_b
2023-11-23,마크로젠,27500원을 향해서 갈 채비를 차리고 있다,효자종목,12_b
2023-11-23,제넥신,오늘 원매수도 다 터는 쾌거를 일으켰다,효자종목,100
2023-11-23,삼천리자전거,7000원을 돌파하면서 9000원 터피를 위해서 슬슬 올라가지 않을까,효자종목,2_b
2023-11-23,동양,살포시 움직이는 정도다,사위일체,100
2023-11-23,에코볼트,아름다운 조정일수도 있다,사위일체,18
2023-11-23,제로투세븐,앞으로 5000원에서 반등을 해서 10000원을 향해서 채비를 차리고 있다,사위일체,1_b
2023-11-22,한솔홈데코,다시 진입한다면 딩동돌파법을 잘 사용해야되지 않나,저점장대양봉,27
2023-11-22,유비온,지금 들어가면 안되는 것 같다,저점장대양봉,100
2023-11-22,꿈비,신규상장주 라는 거 말고는 좋은 움직임을 보여주고 있다,저점장대양봉,26_a
2023-11-22,서원,돌고 있다,저점장대양봉,10_a
2023-11-22,인성정보,살살 돌고 있다,저점장대양봉,11_c
2023-11-22,엘컴텍,1200~1800원 사이를 왔다갔다 한다,저점장대양봉,9
2023-11-22,누리플랜,반등을 하고 있다,저점장대양봉,12_b
2023-11-22,KC코트웰,반등을 모색하는 것 같다,저점장대양봉,12_a
2023-11-22,카카오,안심할 수 있는 상황이 아니다,저점장대양봉,100
2023-11-22,대원제약,18000원 넘으면 다중봉다중턱,저점장대양봉,31
2023-11-22,아가방컴퍼니,슬금슬금 올라가고 있다,저점장대양봉,11_c
2023-11-22,흥아해운,다시 좀 가지 않나,효자종목,12_b
2023-11-22,KBI메탈,바닥까지 떨어지면서 다시 돌고 있다,효자종목,12_a
2023-11-22,웹스,떨어질때까지 떨어져서 돌고 있다,효자종목,12_a
2023-11-22,성신양회,지금 더 떨어져도 분할매수로 대응하면 얼마든지 물려서 살아나올 수 있다라는 생각이 든다,효자종목,21
2023-11-22,원익큐브,2500원을 넘기기가 쉬울 것 같다,효자종목,2_b
2023-11-22,줌인터넷,좋은소식을 가져올 것 같은 상황,효자종목,1_c
2023-11-22,우수AMS,이 종목도 돌을수밖에 없다,효자종목,6_a
2023-11-22,케이옥션,턴어라운드를 알리는 그런 상황이 됐다,효자종목,10_b
2023-11-22,안국약품,바닥을 다지면서 살살 돌고 있다,효자종목,11_c
2023-11-22,액션스퀘어,2000원 돌파를 시도할 것 같다,효자종목,2_b
2023-11-22,서원,나름 괜찮다,효자종목,100
2023-11-22,오성첨단소재,다시 턴어라운드 하고 있다,효자종목,10_b
2023-11-22,엔비티,다행이다,효자종목,25
2023-11-22,에코볼트,일단 돌면 1500원을 돌파하면서 2500원 가까이 가지 않을까,효자종목,2_b
2023-11-22,유니온커뮤니티,빨간 벽돌로 곧 바뀌지 않을까 기대를 해본다,효자종목,4_a
2023-11-22,엔텔스,"다시 반등을 하고 있다, 반등을 하면 7~8000원까지 가지 않을까",효자종목,1_b
2023-11-22,SJM,세력의 평단가가 높아지면서 어차피 4000원을 돌파하면서 5000원터치를 위해 갈 가능성이 아주 많다,효자종목,5
2023-11-22,동방,바닥,효자종목,100
2023-11-22,디지틀조선,3000원 수준 가까이 가지 않을까,효자종목,1_b
2023-11-22,라온시큐어,먹또먹 선사,효자종목,9
2023-11-22,제이씨현시스템,효자종목으로 움직일 것 같다,효자종목,28
2023-11-22,파라텍,다시 올라오고 있다,효자종목,12_b
